/* DATA DESCRIPTION:
Citation:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (2021): Early meteorological records from BABADA1 (1928-1955), Extremadura region, SW Iberia. PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.926358 (dataset in review), 
	In: Vaquero, JM et al. (2020): Early meteorological records from Extremadura region, SW Iberia (CliPastExtrem). PANGAEA, https://doi.pangaea.de/10.1594/PANGAEA.925807 (dataset in review)
Related to:	Vaquero, José Manuel; Bravo-Paredes, Nieves; Obregón, María Angeles; Sánchez-Carrasco, Víctor Manuel; Valente, Maria Antónia; Trigo, Ricardo M; Domínguez-Castro, Fernando; Montero-Martín, Javier; Vaquero-Martínez, Javier; Antón, Manuel; García, José Agustín; Gallego, María Cruz (in prep.): Recovery of early meteorological records from Extremadura region (SW Iberia): the "CliPastExtrem" (v1.0) database.
Coverage:	LATITUDE: 38.900000 * LONGITUDE: -6.962500
	DATE/TIME START: 1928-09-01T00:00:00 * DATE/TIME END: 1955-12-31T00:00:00
Event(s):	BABADA1 * LATITUDE: 38.900000 * LONGITUDE: -6.962500 * LOCATION: Badajoz, Spain * METHOD/DEVICE: Weather station/meteorological observation (WST)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 7am
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 1pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: at 6pm
	Total cloud amount [tenths] (N) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: mean
	Sunshine duration [min] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509) * COMMENT: calculated from hours and minutes
	Sunshine duration, daily [h/day] (SSD) * PI: Vaquero, José Manuel (https://orcid.org/0000-0002-8754-1509)
Size:	56002 data points
*/
Date/Time	N [tenths] (at 7am)	N [tenths] (at 1pm)	N [tenths] (at 6pm)	N [tenths] (mean)	SSD [min] (calculated from hours and min...)	SSD [h/day]
1930-01-13	10	10	10	10.00	20	0.33
1930-01-14	10	10	9	9.67	40	0.67
1930-01-15	10	5	2	5.67	210	3.50
1930-01-16	10	9	5	8.00	80	1.33
1930-01-17	2	1	2	1.67	290	4.83
1930-01-18	0	2	4	2.00	460	7.67
1930-01-19	4	4	9	5.67	140	2.33
1930-01-20	10	8	8	8.67	110	1.83
1930-01-21	10	9	9	9.33	70	1.17
1930-01-22	0	0	2	0.67	30	0.50
1930-01-23	0	9	10	6.33	10	0.17
1930-01-24	10	10	10	10.00	20	0.33
1930-01-25	8	10	10	9.33	170	2.83
1930-01-26	2	9	7	6.00	190	3.17
1930-01-27	10	4	2	5.33	390	6.50
1930-01-28	0	6	9	5.00	450	7.50
1930-01-29	10	6	5	7.00	430	7.17
1930-01-30	2	10	10	7.33	230	3.83
1930-01-31	10	10	10	10.00	10	0.17
1930-02-01	10	7	9	8.67	150	2.50
1930-02-02	10	10	10	10.00	120	2.00
1930-02-03	10	9	2	7.00	170	2.83
1930-02-04	9	7	0	5.33	370	6.17
1930-02-05	0	8	2	3.33	370	6.17
1930-02-06	0	0	2	0.67	540	9.00
1930-02-07	6	9	10	8.33	0	0.00
1930-02-08	10	0	6	5.33	480	8.00
1930-02-09	10	10	7	9.00	0	0.00
1930-02-10	4	9	10	7.67	200	3.33
1930-02-11	1	4	8	4.33	490	8.17
1930-02-12	6	2	2	3.33	430	7.17
1930-02-13	9	8	0	5.67	260	4.33
1930-02-14	0	0	2	0.67	410	6.83
1930-02-15	10	0	2	4.00	550	9.17
1930-02-16	0	0	1	0.33	490	8.17
1930-02-17	5	6	6	5.67	350	5.83
1930-02-18	1	0	1	0.67	600	10.00
1930-02-19	0	0	0	0.00	610	10.17
1930-02-20	0	7	1	2.67	410	6.83
1930-02-21	8	1	0	3.00	570	9.50
1930-02-22	3	0	1	1.33	520	8.67
1930-02-23	2	0	3	1.67	560	9.33
1930-02-24	0	0	0	0.00	570	9.50
1930-02-25	6	9	7	7.33	240	4.00
1930-02-26	4	4	5	4.33	390	6.50
1930-02-27	10	6	7	7.67	490	8.17
1930-02-28	1	7	8	5.33	290	4.83
1930-03-01	10	5	9	8.00	110	1.83
1930-03-02		4	3	3.50	400	6.67
1930-03-03	1	6	8	5.00	440	7.33
1930-03-04	3	4	7	4.67	570	9.50
1930-03-05	10	5	1	5.33	210	3.50
1930-03-06	1	0	0	0.33	630	10.50
1930-03-07	8	9	9	8.67	150	2.50
1930-03-08	4	10	10	8.00	200	3.33
1930-03-09	10	9	1	6.67	290	4.83
1930-03-10	6	1	0	2.33	580	9.67
1930-03-11	1	7	3	3.67	530	8.83
1930-03-12	9	6	3	6.00	490	8.17
1930-03-13	9	6	7	7.33	510	8.50
1930-03-14	10	7	7	8.00	230	3.83
1930-03-15	9	10	9	9.33	250	4.17
1930-03-16	7	9	10	8.67	20	0.33
1930-03-17	10	10	9	9.67	70	1.17
1930-03-18	4	8	0	4.00	530	8.83
1930-03-19	10	10	10	10.00	30	0.50
1930-03-20	10	10	10	10.00	100	1.67
1930-03-21	10	10	10	10.00	10	0.17
1930-03-22	4	9	10	7.67	220	3.67
1930-03-23	10	5	0	5.00	400	6.67
1930-03-24	3	2	0	1.67	650	10.83
1930-03-25	1	1	0	0.67	660	11.00
1930-03-26	0	2	1	1.00	670	11.17
1930-03-27	0	0	0	0.00	670	11.17
1930-03-28	0	0	1	0.33	670	11.17
1930-03-29	2	5	0	2.33	680	11.33
1930-03-30		0	0	0.00	470	7.83
1930-03-31	0	0	0	0.00	660	11.00
1930-04-01	5	10	10	8.33	180	3.00
1930-04-02	10	10	10	10.00	30	0.50
1930-04-03	7	10	3	6.67	420	7.00
1930-04-04	10	9	8	9.00	260	4.33
1930-04-05	2	10	4	5.33	260	4.33
1930-04-06	4	10	10	8.00	210	3.50
1930-04-07	7	2	0	3.00	610	10.17
1930-04-08	0	3	0	1.00	680	11.33
1930-04-09	1	9	10	6.67	330	5.50
1930-04-10	4	7	9	6.67	420	7.00
1930-04-11	10	10	10	10.00	0	0.00
1930-04-12	9	10	9	9.33	20	0.33
1930-04-13	0	7	2	3.00	490	8.17
1930-04-14	7	7	4	6.00	510	8.50
1930-04-15	2	1	1	1.33	690	11.50
1930-04-16	0	1	2	1.00	670	11.17
1930-04-17	4	0	0	1.33	650	10.83
1930-04-18	9	1	1	3.67	640	10.67
1930-04-19	0	1	1	0.67	690	11.50
1930-04-20	1	10	9	6.67	210	3.50
1930-04-21	10	7	10	9.00	360	6.00
1930-04-22	10	10	10	10.00	0	0.00
1930-04-23	8	10	10	9.33	330	5.50
1930-04-24	10	8	10	9.33	300	5.00
1930-04-25	5	10	9	8.00	170	2.83
1930-04-26	10	7	6	7.67	380	6.33
1930-04-27	3	9	4	5.33	500	8.33
1930-04-28	5	9	10	8.00	280	4.67
1930-04-29	10	10	10	10.00	0	0.00
1930-04-30	9	9	1	6.33		
1930-05-01	10	9	2	7.00	410	6.83
1930-05-02	10	10	4	8.00	350	5.83
1930-05-03	3	3	3	3.00	770	12.83
1930-05-04	10	10	10	10.00	10	0.17
1930-05-05	1	0	1	0.67	780	13.00
1930-05-06	3	9	8	6.67	500	8.33
1930-05-07	1	1	6	2.67	730	12.17
1930-05-08	0	0	0	0.00	780	13.00
1930-05-09	0	0	0	0.00	770	12.83
1930-05-10	0	2	0	0.67	800	13.33
1930-05-11	1	0	0	0.33	810	13.50
1930-05-12	0	0	0	0.00	790	13.17
1930-05-13	1	0	0	0.33	790	13.17
1930-05-14	0	3	0	1.00	780	13.00
1930-05-15	2	9	1	4.00	570	9.50
1930-05-16	0	4	1	1.67	790	13.17
1930-05-17	1	0	0	0.33	790	13.17
1930-05-18	0	0	0	0.00	790	13.17
1930-05-19	5	5	7	5.67	680	11.33
1930-05-20	0	2	6	2.67	780	13.00
1930-05-21	10	2	4	5.33	210	3.50
1930-05-22	10	8	2	6.67	500	8.33
1930-05-23	9	9	10	9.33	200	3.33
1930-05-24	3	10	1	4.67	540	9.00
1930-05-25	0	1	4	1.67	710	11.83
1930-05-26	10	3	6	6.33	560	9.33
1930-05-27	10	10	9	9.67	210	3.50
1930-05-28	10	9	2	7.00	240	4.00
1930-05-29	0	7	3	3.33	770	12.83
1930-05-30	9	8	3	6.67	530	8.83
1930-05-31	5	6	4	5.00	620	10.33
1930-06-01	3	4	2	3.00	710	11.83
1930-06-02	10	10	10	10.00	60	1.00
1930-06-03	10	8	9	9.00	450	7.50
1930-06-04	10	10	10	10.00	0	0.00
1930-06-05	9	9	9	9.00	240	4.00
1930-06-06	9	9	10	9.33	60	1.00
1930-06-07	9	8	9	8.67	420	7.00
1930-06-08	0	0	9	3.00	380	6.33
1930-06-09	10	0	1	3.67	530	8.83
1930-06-10	1	7	10	6.00	490	8.17
1930-06-11	10	2	10	7.33	120	2.00
1930-06-12	10	10	8	9.33	160	2.67
1930-06-13	0	0	0	0.00	800	13.33
1930-06-14	0	0	0	0.00	780	13.00
1930-06-15	0	1	2	1.00	790	13.17
1930-06-16	0	1	0	0.33	800	13.33
1930-06-17	0	0	0	0.00	820	13.67
1930-06-18	4	8	0	4.00	760	12.67
1930-06-19	1	2	0	1.00	800	13.33
1930-06-20	0	0	1	0.33	820	13.67
1930-06-21	0	3	3	2.00	760	12.67
1930-06-22	2	5	3	3.33	690	11.50
1930-06-23	0	0	0	0.00	820	13.67
1930-06-24	2	2	2	2.00	820	13.67
1930-06-25	9	7	9	8.33	260	4.33
1930-06-26	10	1	0	3.67	630	10.50
1930-06-27	0	4	0	1.33	840	14.00
1930-06-28	9	0	0	3.00	760	12.67
1930-06-29	5	0	0	1.67	800	13.33
1930-06-30	10	1	3	4.67	490	8.17
1930-07-01	9	8	5	7.33	520	8.67
1930-07-02	0	2	4	2.00	840	14.00
1930-07-03	0	1	7	2.67	790	13.17
1930-07-04	7	9	6	7.33	510	8.50
1930-07-05	10	10	3	7.67	470	7.83
1930-07-06	2	2	4	2.67	830	13.83
1930-07-07	0	0	0	0.00	840	14.00
1930-07-08	0	0	0	0.00	840	14.00
1930-07-09	0	0	3	1.00	820	13.67
1930-07-10	3	2	6	3.67	680	11.33
1930-07-11	3	0	10	4.33	510	8.50
1930-07-12	0	0	0	0.00	820	13.67
1930-07-13	0	0	0	0.00	840	14.00
1930-07-14	0	0	0	0.00	870	14.50
1930-07-15	0	0	0	0.00	860	14.33
1930-07-16	1	0	0	0.33	800	13.33
1930-07-17	10	1	6	5.67	700	11.67
1930-07-18	1	3	0	1.33	820	13.67
1930-07-19	2	5	5	4.00	780	13.00
1930-07-20	10	10	1	7.00	500	8.33
1930-07-21	10	3	2	5.00	720	12.00
1930-07-22	0	6	5	3.67	740	12.33
1930-07-23	1	6	3	3.33	800	13.33
1930-07-24	0	0	3	1.00	720	12.00
1930-07-25	0	0	0	0.00	810	13.50
1930-07-26	0	0	0	0.00	800	13.33
1930-07-27	0	0	0	0.00	790	13.17
1930-07-28	0	0	0	0.00	800	13.33
1930-07-29	0	0	2	0.67	770	12.83
1930-07-30	0	0	0	0.00	790	13.17
1930-07-31	0	0	0	0.00	780	13.00
1930-08-01	0	0	1	0.33	800	13.33
1930-08-02	1	1	0	0.67	790	13.17
1930-08-03	0	0	0	0.00	810	13.50
1930-08-04	10	0	5	5.00	680	11.33
1930-08-05	1	0	0	0.33	790	13.17
1930-08-06	0	3	1	1.33	800	13.33
1930-08-07	1	0	0	0.33	750	12.50
1930-08-08	0	0	0	0.00	790	13.17
1930-08-09	0	0	0	0.00	780	13.00
1930-08-10	0	0	0	0.00	760	12.67
1930-08-11	0	0	0	0.00	750	12.50
1930-08-12	3	0	0	1.00	780	13.00
1930-08-13	3	0	0	1.00	760	12.67
1930-08-14	0	0	0	0.00	770	12.83
1930-08-15	0	0	0	0.00	750	12.50
1930-08-16	0	0	0	0.00	680	11.33
1930-08-17	0	0	0	0.00	700	11.67
1930-08-18	3	0	0	1.00	760	12.67
1930-08-19	0	0	3	1.00	740	12.33
1930-08-20	0	1	3	1.33	740	12.33
1930-08-21	3	6	5	4.67	570	9.50
1930-08-22	9	0	0	3.00	650	10.83
1930-08-23	0	0	0	0.00	760	12.67
1930-08-24	0	0	1	0.33	710	11.83
1930-08-25	0	0	0	0.00	700	11.67
1930-08-26	0	2	5	2.33	490	8.17
1930-08-27	0	0	1	0.33	670	11.17
1930-08-28	0	1	8	3.00	480	8.00
1930-08-29	9	8	9	8.67	150	2.50
1930-08-30	9	9	9	9.00	520	8.67
1930-08-31	8	3	2	4.33	560	9.33
1930-09-01	2	8	5	5.00	400	6.67
1930-09-02	0	3	6	3.00	640	10.67
1930-09-03	0	0	1	0.33	640	10.67
1930-09-04	0	0	0	0.00	660	11.00
1930-09-05	0	0	1	0.33	670	11.17
1930-09-06	1	0	0	0.33	670	11.17
1930-09-07	0	0	1	0.33	680	11.33
1930-09-08	1	0	1	0.67	600	10.00
1930-09-09	5	3	6	4.67	550	9.17
1930-09-10	6	5	1	4.00	380	6.33
1930-09-11	5	8	8	7.00	400	6.67
1930-09-12	1	6	6	4.33	520	8.67
1930-09-13	4	0	0	1.33	590	9.83
1930-09-14	0	1	1	0.67	580	9.67
1930-09-15	0	0	1	0.33	590	9.83
1930-09-16	1	0	0	0.33	600	10.00
1930-09-17	0	0	0	0.00	570	9.50
1930-09-18	1	8	1	3.33	470	7.83
1930-09-19	10	9	10	9.67	80	1.33
1930-09-20	5	4	6	5.00	520	8.67
1930-09-21	1	0	0	0.33	580	9.67
1930-09-22	0	0	0	0.00	570	9.50
1930-09-23	1	0	0	0.33	580	9.67
1930-09-24	0	0	1	0.33	560	9.33
1930-09-25	4	4	6	4.67	420	7.00
1930-09-26	0	0	0	0.00	540	9.00
1930-09-27	1	1	0	0.67	550	9.17
1930-09-28	1	0	3	1.33	570	9.50
1930-09-29	3	5	4	4.00	530	8.83
1930-09-30	9	9	3	7.00	160	2.67
1930-10-01	5	3	1	3.00	540	9.00
1930-10-02	6	1	3	3.33	390	6.50
1930-10-03	1	2	1	1.33	510	8.50
1930-10-04	8	8	0	5.33	460	7.67
1930-10-05	0	1	2	1.00	540	9.00
1930-10-06	1	1	0	0.67	550	9.17
1930-10-07	0	0	0	0.00	570	9.50
1930-10-08	0	1	0	0.33	540	9.00
1930-10-09	10	0	0	3.33	400	6.67
1930-10-10	10	9	10	9.67	120	2.00
1930-10-11	6	8	10	8.00	260	4.33
1930-10-12	0	0	0	0.00	550	9.17
1930-10-13	3	1	1	1.67	520	8.67
1930-10-14	10	4	1	5.00	380	6.33
1930-10-15	6	8	8	7.33	270	4.50
1930-10-16	10	6	7	7.67	380	6.33
1930-10-17	10	9	8	9.00	60	1.00
1930-10-18	3	0	8	3.67	410	6.83
1930-10-19	2	7	10	6.33	310	5.17
1930-10-20	10	10	10	10.00	10	0.17
1930-10-21	10	10	8	9.33	0	0.00
1930-10-22	0	1	2	1.00	540	9.00
1930-10-23	2	3	2	2.33	500	8.33
1930-10-24	8	2	2	4.00	510	8.50
1930-10-25	8	3	2	4.33	560	9.33
1930-10-26	1	0	0	0.33	610	10.17
1930-10-27	3	0	1	1.33	560	9.33
1930-10-28	8	3	1	4.00	530	8.83
1930-10-29	0	0	0	0.00	600	10.00
1930-10-30	0	0	0	0.00	590	9.83
1930-10-31	10	9	10	9.67	220	3.67
1930-11-01	10	10	10	10.00	460	7.67
1930-11-02	9	1	10	6.67		
1930-11-03	10	7	6	7.67	300	5.00
1930-11-04	9	3	0	4.00	510	8.50
1930-11-05	8	10	9	9.00	80	1.33
1930-11-06	6	7	2	5.00	420	7.00
1930-11-07	1	0	2	1.00	520	8.67
1930-11-08	0	0	0	0.00	520	8.67
1930-11-09	6	8	0	4.67	520	8.67
1930-11-10	1	0	0	0.33	550	9.17
1930-11-11	0	0	0	0.00	540	9.00
1930-11-12	3	0	0	1.00	560	9.33
1930-11-13	0	0	0	0.00	530	8.83
1930-11-14	2	0	0	0.67	550	9.17
1930-11-15	3	0	0	1.00	540	9.00
1930-11-16	3	0	6	3.00	520	8.67
1930-11-17	4	8	2	4.67	280	4.67
1930-11-18	10	7	2	6.33	260	4.33
1930-11-19	10	7	10	9.00	180	3.00
1930-11-20	0	9	10	6.33	120	2.00
1930-11-21	10	8	10	9.33	120	2.00
1930-11-22	10	10	10	10.00	0	0.00
1930-11-23	10	3	0	4.33	260	4.33
1930-11-24	0	1	0	0.33	250	4.17
1930-11-25	9	8	10	9.00	90	1.50
1930-11-26	10	10	10	10.00	20	0.33
1930-11-27	10	9	6	8.33	130	2.17
1930-11-28	10	10	10	10.00	110	1.83
1930-11-29	0	8	8	5.33	130	2.17
1930-11-30	9	10	10	9.67	40	0.67
1930-12-01	0	1	1	0.67	510	8.50
1930-12-02	10	8	10	9.33	120	2.00
1930-12-03	9	9	6	8.00	100	1.67
1930-12-04	9	5	7	7.00	180	3.00
1930-12-05	9	10	10	9.67	40	0.67
1930-12-06	10	10	10	10.00	0	0.00
1930-12-07	10	8	9	9.00	360	6.00
1930-12-08	6	9	6	7.00	20	0.33
1930-12-09	2	3	2	2.33	450	7.50
1930-12-10	9	10	10	9.67	0	0.00
1930-12-11	10	10	10	10.00	0	0.00
1930-12-12	0	10	0	3.33	180	3.00
1930-12-13	8	8	10	8.67	240	4.00
1930-12-14	0	2	3	1.67	480	8.00
1930-12-15	9	1	2	4.00	360	6.00
1930-12-16	10	9	10	9.67	20	0.33
1930-12-17	0	2	0	0.67	500	8.33
1930-12-18	0	1	1	0.67	530	8.83
1930-12-19	0	1	1	0.67	520	8.67
1930-12-20	0	2	4	2.00	510	8.50
1930-12-21	0	1	1	0.67	460	7.67
1930-12-22	0	0	0	0.00	500	8.33
1930-12-23	0	0	0	0.00	450	7.50
1930-12-24	0	0	10	3.33	360	6.00
1930-12-25	10	10	10	10.00	0	0.00
1930-12-26	3	10	10	7.67	0	0.00
1930-12-27	10	10	10	10.00	0	0.00
1930-12-28	10	10	10	10.00	0	0.00
1930-12-29	10	10	4	8.00	180	3.00
1930-12-30	9	10	10	9.67	60	1.00
1930-12-31	10	10	10	10.00	40	0.67
1931-01-01	10	10	10	10.00	0	0.00
1931-01-02	9	10	10	9.67	20	0.33
1931-01-03	10	10	9	9.67	10	0.17
1931-01-04	0	5	1	2.00	260	4.33
1931-01-05	10	10	4	8.00	0	0.00
1931-01-06	10	10	3	7.67	150	2.50
1931-01-07	10	10	10	10.00	0	0.00
1931-01-08	10	2	2	4.67	330	5.50
1931-01-09	8	9	3	6.67	340	5.67
1931-01-10	0	0	0	0.00	500	8.33
1931-01-11	0	0	0	0.00	530	8.83
1931-01-12	0	0	0	0.00	490	8.17
1931-01-13	9	3	2	4.67	480	8.00
1931-01-14	0	0	0	0.00	490	8.17
1931-01-15	0	0	0	0.00	530	8.83
1931-01-16	0	1	3	1.33	480	8.00
1931-01-17	10	10	0	6.67	180	3.00
1931-01-18	0	0	0	0.00	250	4.17
1931-01-19	0	0	0	0.00	530	8.83
1931-01-20	0	0	0	0.00	500	8.33
1931-01-21	0	10	10	6.67	0	0.00
1931-01-22	10	10	10	10.00	80	1.33
1931-01-23	0	0	10	3.33	0	0.00
1931-01-24	10	10	10	10.00	0	0.00
1931-01-25	10	3	1	4.67	380	6.33
1931-01-26	0	0	0	0.00		
1931-01-27	0	0	3	1.00	40	0.67
1931-01-28	0	2	7	3.00	310	5.17
1931-01-29	0	5	1	2.00	520	8.67
1931-01-30	0	3	0	1.00	470	7.83
1931-01-31	5	3	6	4.67	430	7.17
1931-02-01	0	4	1	1.67	560	9.33
1931-02-02	10	9	9	9.33	190	3.17
1931-02-03	4	1	0	1.67	550	9.17
1931-02-04	0	3	10	4.33	400	6.67
1931-02-05	0	0	1	0.33	550	9.17
1931-02-06	7	7	10	8.00	230	3.83
1931-02-07	4	7	4	5.00	340	5.67
1931-02-08	9	9	10	9.33	40	0.67
1931-02-09	10	10	10	10.00	10	0.17
1931-02-10	10	10	5	8.33	70	1.17
1931-02-11	0	9	1	3.33	270	4.50
1931-02-12	0	0	0	0.00	600	10.00
1931-02-13	7	8	6	7.00	270	4.50
1931-02-14	0	1	0	0.33	530	8.83
1931-02-15	0	0	1	0.33	600	10.00
1931-02-16	0	0	8	2.67	520	8.67
1931-02-17	4	4	4	4.00	460	7.67
1931-02-18	0	5	9	4.67	360	6.00
1931-02-19	0	0	1	0.33	570	9.50
1931-02-20	0	1	9	3.33	360	6.00
1931-02-21	1	3	2	2.00	600	10.00
1931-02-22	0	1	1	0.67	580	9.67
1931-02-23	0	1	1	0.67	470	7.83
1931-02-24	0	0	0	0.00	640	10.67
1931-02-25	1	5	5	3.67	620	10.33
1931-02-26	0	0	2	0.67	540	9.00
1931-02-27	0	0	1	0.33	620	10.33
1931-02-28	10	7	10	9.00	140	2.33
1931-03-01	3	7	8	6.00	260	4.33
1931-03-02	10	9	3	7.33	170	2.83
1931-03-03	8	7	8	7.67	200	3.33
1931-03-04	1	7	6	4.67	340	5.67
1931-03-05	10	10	10	10.00	30	0.50
1931-03-06	10	10	10	10.00	30	0.50
1931-03-07	7	8	7	7.33	360	6.00
1931-03-08	6	7	7	6.67	410	6.83
1931-03-09	7	6	5	6.00	330	5.50
1931-03-10	10	10	10	10.00	10	0.17
1931-03-11	8	7	4	6.33	360	6.00
1931-03-12	8	10	10	9.33	0	0.00
1931-03-13	9	7	9	8.33	250	4.17
1931-03-14	7	8	9	8.00	330	5.50
1931-03-15	9	8	10	9.00	200	3.33
1931-03-16	10	10	10	10.00	50	0.83
1931-03-17	6	10	8	8.00	120	2.00
1931-03-18	10	10	10	10.00	140	2.33
1931-03-19	10	9	10	9.67	70	1.17
1931-03-20	10	7	10	9.00	400	6.67
1931-03-21	0	4	7	3.67	320	5.33
1931-03-22	0	4	9	4.33	480	8.00
1931-03-23	3	1	10	4.67	150	2.50
1931-03-24	1	4	10	5.00	520	8.67
1931-03-25	5	6	6	5.67	470	7.83
1931-03-26	5	0	1	2.00	630	10.50
1931-03-27	1	5	2	2.67	570	9.50
1931-03-28	3	1	1	1.67	600	10.00
1931-03-29	9	5	1	5.00	540	9.00
1931-03-30	9	6	3	6.00	510	8.50
1931-03-31	10	8	4	7.33	350	5.83
1931-04-01	9	6	9	8.00	300	5.00
1931-04-02	0	9	4	4.33	500	8.33
1931-04-03	0	2	1	1.00	600	10.00
1931-04-04	0	7	3	3.33	570	9.50
1931-04-05	0	10	10	6.67	110	1.83
1931-04-06	6	8	8	7.33	360	6.00
1931-04-07	10	9	10	9.67	260	4.33
1931-04-08	10	10	5	8.33	50	0.83
1931-04-09	1	9	10	6.67	260	4.33
1931-04-10	9	9	10	9.33	200	3.33
1931-04-11	10	9	10	9.67	130	2.17
1931-04-12	9	8	8	8.33	330	5.50
1931-04-13	1	5	3	3.00	450	7.50
1931-04-14	0	0	1	0.33	620	10.33
1931-04-15	0	0	1	0.33	610	10.17
1931-04-16	1	0	0	0.33	600	10.00
1931-04-17	0	0	0	0.00	630	10.50
1931-04-18	0	0	1	0.33	700	11.67
1931-04-19	0	0	0	0.00	610	10.17
1931-04-20	0	1	1	0.67	600	10.00
1931-04-21	0	8	1	3.00	480	8.00
1931-04-22	0	0	0	0.00	640	10.67
1931-04-23	0	1	2	1.00	590	9.83
1931-04-24	10	10	10	10.00	50	0.83
1931-04-25	10	10	2	7.33	140	2.33
1931-04-26	10	8	8	8.67	270	4.50
1931-04-27	0	0	0	0.00	750	12.50
1931-04-28	0	0	0	0.00	780	13.00
1931-04-29	3	0	0	1.00	670	11.17
1931-04-30	10	6	4	6.67	480	8.00
1931-05-01	2	10	10	7.33	340	5.67
1931-05-02	4	10	4	6.00	370	6.17
1931-05-03	2	8	4	4.67	700	11.67
1931-05-04	2	8	3	4.33	760	12.67
1931-05-05	7	10	8	8.33	460	7.67
1931-05-06	5	9	9	7.67	450	7.50
1931-05-07	1	1	0	0.67	790	13.17
1931-05-08	0	1	0	0.33	790	13.17
1931-05-09	1	4	6	3.67	670	11.17
1931-05-10	3	4	2	3.00	670	11.17
1931-05-11	2	2	1	1.67	770	12.83
1931-05-12	0	0	3	1.00	730	12.17
1931-05-13	0	0	1	0.33	730	12.17
1931-05-14	0	0	1	0.33	750	12.50
1931-05-15	1	1	9	3.67	640	10.67
1931-05-16	10	4	3	5.67	600	10.00
1931-05-17	9	10	10	9.67	210	3.50
1931-05-18	10	9	7	8.67	350	5.83
1931-05-19	6	9	1	5.33	600	10.00
1931-05-20	0	0	0	0.00	790	13.17
1931-05-21	8	9	9	8.67	110	1.83
1931-05-22	8	5	4	5.67	750	12.50
1931-05-23	8	1	1	3.33	730	12.17
1931-05-24	10	6	4	6.67	510	8.50
1931-05-25	7	1	3	3.67	680	11.33
1931-05-26	3	1	7	3.67	760	12.67
1931-05-27	10	0	7	5.67	500	8.33
1931-05-28	2	8	9	6.33	510	8.50
1931-05-29	8	9	8	8.33	540	9.00
1931-05-30	9	9	3	7.00	510	8.50
1931-05-31	0	2	1	1.00	820	13.67
1931-06-01	6	1	1	2.67	820	13.67
1931-06-02	2	5	6	4.33	780	13.00
1931-06-03	1	1	9	3.67	720	12.00
1931-06-04	9	8	9	8.67	550	9.17
1931-06-05	10	8	3	7.00	510	8.50
1931-06-06	5	6	1	4.00	810	13.50
1931-06-07	3	6	1	3.33	770	12.83
1931-06-08	0	1	2	1.00	830	13.83
1931-06-09	8	6	9	7.67	790	13.17
1931-06-10	4	1	1	2.00	810	13.50
1931-06-11	8	6	2	5.33	730	12.17
1931-06-12	2	7	4	4.33	800	13.33
1931-06-13	1	2	1	1.33	790	13.17
1931-06-14	2	7	1	3.33	780	13.00
1931-06-15	3	1	1	1.67	840	14.00
1931-06-16	0	0	0	0.00	850	14.17
1931-06-17	1	1	0	0.67	800	13.33
1931-06-18	0	0	0	0.00	840	14.00
1931-06-19	0	1	1	0.67	840	14.00
1931-06-20	9	9	10	9.33	120	2.00
1931-06-21	1	9	6	5.33	380	6.33
1931-06-22	10	10	10	10.00	70	1.17
1931-06-23	10	10	8	9.33	310	5.17
1931-06-24	10	8	2	6.67	450	7.50
1931-06-25	1	7	3	3.67	720	12.00
1931-06-26	2	9	4	5.00	580	9.67
1931-06-27	6	1	1	2.67	760	12.67
1931-06-28	2	1	1	1.33	780	13.00
1931-06-29	1	0	0	0.33	810	13.50
1931-06-30	1	0	0	0.33	820	13.67
1931-07-01	10	1	1	4.00	730	12.17
1931-07-02	7	4	4	5.00	620	10.33
1931-07-03	10	1	1	4.00	470	7.83
1931-07-04	1	1	1	1.00	830	13.83
1931-07-05	3	3	6	4.00	710	11.83
1931-07-06	3	3	5	3.67	730	12.17
1931-07-07	1	0	0	0.33	820	13.67
1931-07-08	0	1	1	0.67	840	14.00
1931-07-09	6	7	1	4.67	810	13.50
1931-07-10	0	0	0	0.00	840	14.00
1931-07-11	0	0	0	0.00	870	14.50
1931-07-12	0	0	0	0.00	870	14.50
1931-07-13	0	0	0	0.00	840	14.00
1931-07-14	8	0	1	3.00	710	11.83
1931-07-15	9	0	0	3.00	560	9.33
1931-07-16	0	0	0	0.00	830	13.83
1931-07-17	0	0	0	0.00	840	14.00
1931-07-18	0	0	0	0.00	820	13.67
1931-07-19	0	0	0	0.00	860	14.33
1931-07-20	0	0	0	0.00	820	13.67
